Price,Close,High,Low,Open,Volume
4/6/23,33485.28906,33525.96094,33325.37109,33420.96094,258680000
4/10/23,33586.51953,33590.23828,33343.42969,33425.25,232920000
4/11/23,33684.78906,33781.28906,33586.75,33586.75,241430000
4/12/23,33646.5,33895.42969,33593.32031,33764.21094,260300000
4/13/23,34029.69141,34054.98828,33605.17188,33668.96875,277230000
4/14/23,33886.46875,34082.94141,33730.85156,33981.71094,276720000
4/17/23,33987.17969,33991.23047,33796.91016,33930.46094,234530000
4/18/23,33976.62891,34018.62109,33791.89063,33965.16016,253570000
4/19/23,33897.01172,33957.98047,33814.64844,33889.82813,251490000
4/20/23,33786.62109,33875.39063,33677.73828,33740.60156,307910000
4/21/23,33808.96094,33858.82813,33688.57031,33793.60156,291080000
4/24/23,33875.39844,33891.14844,33726.08984,33805.03906,252020000
4/25/23,33530.82813,33875.48828,33525.39063,33828.33984,297880000
4/26/23,33301.87109,33645.82813,33235.85156,33596.33984,321170000
4/27/23,33826.16016,33859.75,33374.64844,33381.66016,343240000
4/28/23,34098.16016,34104.55859,33728.39844,33797.42969,354310000
5/1/23,34051.69922,34257.82813,34030.14063,34116.80859,244190000
5/2/23,33684.53125,34017.75,33436.66016,34017.62109,274460000
5/3/23,33414.23828,33811.83984,33396.05078,33726.64063,286900000
5/4/23,33127.73828,33354.85938,32937.5,33347.78125,305160000
5/5/23,33674.37891,33748.42969,33248.55078,33248.55078,316350000
5/8/23,33618.69141,33747.48828,33509.23047,33715.14844,225680000
5/9/23,33561.80859,33656.39844,33509.71875,33589.85156,232940000
5/10/23,33531.32813,33772.08984,33239.44922,33707.19922,271180000
5/11/23,33309.51172,33389.87891,33127.69922,33383.89063,298000000
5/12/23,33300.62109,33406.39844,33110.60938,33370.57813,227570000
5/15/23,33348.60156,33400.30078,33161.92969,33321.21094,224020000
5/16/23,33012.14063,33290.85156,33006.19141,33275.37109,246680000
5/17/23,33420.76953,33472.37891,33050.41016,33092.48047,307130000
5/18/23,33535.91016,33579.91016,33212.08984,33374.55859,333070000
5/19/23,33426.62891,33652.89844,33336.66016,33582.94922,315210000
5/22/23,33286.57813,33512.30078,33207.85156,33408.53906,268900000
5/23/23,33055.51172,33310.17188,33013.28906,33190.60156,291550000
5/24/23,32799.92188,33031.75,32752.43945,33021.76172,246180000
5/25/23,32764.65039,32870.42969,32586.56055,32854.26172,364670000
5/26/23,33093.33984,33162.05859,32795.5,32795.5,330290000
5/30/23,33042.78125,33132.69922,32893.96875,33103.64844,322700000
5/31/23,32908.26953,32984.82813,32739.73047,32948.71094,689990000
6/1/23,33061.57031,33167.75,32704.50977,32929.85156,349460000
6/2/23,33762.76172,33805,33187.57813,33187.57813,383590000
6/5/23,33562.85938,33804.21875,33552.78906,33771.12891,367170000
6/6/23,33573.28125,33631.25,33399.69141,33547.67188,294070000
6/7/23,33665.01953,33708.78125,33546.10938,33562.46875,347400000
6/8/23,33833.60938,33873.80859,33630.03906,33656.98047,269160000
6/9/23,33876.78125,33975.32031,33787.16016,33852.44141,262310000
6/12/23,34066.32813,34077.83984,33878.46094,33906.80078,308130000
6/13/23,34212.12109,34310.28125,34107.98047,34111.07813,308790000
6/14/23,33979.32813,34151.42188,33783.55078,34044.69922,354910000
6/15/23,34408.05859,34488.98047,33945.98047,33945.98047,361400000
6/16/23,34299.12109,34588.67969,34285.69141,34464.01953,595230000
6/20/23,34053.87109,34206.66016,33915.92969,34206.66016,334810000
6/21/23,33951.51953,34097.92969,33876.17188,33990.55859,323690000
6/22/23,33946.71094,34003.55859,33835.39063,33900.46875,275600000
6/23/23,33727.42969,33835.66016,33646.48828,33835.66016,379800000
6/26/23,33714.71094,33819.48828,33610.32031,33730.78906,265330000
6/27/23,33926.73828,33975.64844,33730.39063,33739.03125,293210000
6/28/23,33852.66016,33903.76172,33755.92188,33881.37891,268050000
6/29/23,34122.42188,34147.67969,33828.62891,33854.57031,279940000
6/30/23,34407.60156,34467.35156,34269.92188,34269.92188,351060000
7/3/23,34418.46875,34465.60156,34286.53906,34369.78125,157590000
7/5/23,34288.64063,34376.10938,34226.98047,34344.71875,274570000
7/6/23,33922.26172,34171.39063,33771.46875,34171.39063,293840000
7/7/23,33734.87891,34036.37891,33716.75,33837.07031,272730000
7/10/23,33944.39844,33958.35938,33705.67969,33705.67969,299200000
7/11/23,34261.42188,34288.87109,33993.01172,34056.94141,278940000
7/12/23,34347.42969,34586.94141,34308.78125,34395.28125,331410000
7/13/23,34395.14063,34482.26172,34365.32813,34412.30859,267180000
7/14/23,34509.03125,34592.26172,34425.32813,34425.32813,293540000
7/17/23,34585.35156,34665.14844,34418.71875,34499.73828,359780000
7/18/23,34951.92969,34986.35938,34530.60938,34597.07813,385940000
7/19/23,35061.21094,35234.05078,34991.21094,34991.21094,365130000
7/20/23,35225.17969,35372.76953,35091.98047,35091.98047,340880000
7/21/23,35227.69141,35340.66016,35186.05078,35274.32031,465270000
7/24/23,35411.23828,35463.96875,35230.78906,35230.78906,284460000
7/25/23,35438.07031,35527.57031,35365.26172,35421.48828,299530000
7/26/23,35520.12109,35633.60938,35306.26953,35345.98828,346240000
7/27/23,35282.71875,35645.35156,35216.57813,35558.78906,352230000
7/28/23,35459.28906,35565.51172,35355.14844,35443.48828,369000000
7/31/23,35559.53125,35566.94922,35430.21875,35465.96875,327410000
8/1/23,35630.67969,35679.12891,35526.60938,35585.98828,259490000
8/2/23,35282.51953,35551.92188,35226.26172,35551.92188,298570000
8/3/23,35215.89063,35348.19922,35122.32031,35194.55859,254960000
8/4/23,35065.62109,35506.87891,35033.76172,35230.12891,338290000
8/7/23,35473.12891,35497.37891,35125.60156,35125.60156,300150000
8/8/23,35314.48828,35346.64063,35007.41016,35345.39844,303840000
8/9/23,35123.35938,35370.89063,35058.73047,35324.28125,306680000
8/10/23,35176.14844,35578.57813,35107.60156,35231.53906,337110000
8/11/23,35281.39844,35354.60156,35059.98828,35111.35938,277840000
8/14/23,35307.62891,35335.44922,35169.96875,35273.89063,300250000
8/15/23,34946.39063,35219.37109,34908.5,35219.37109,323920000
8/16/23,34765.73828,35133.55859,34757.37109,34914.96094,332310000
8/17/23,34474.82813,34888.48047,34440.73047,34829.60938,392850000
8/18/23,34500.66016,34587.07031,34263.19141,34368.35938,320680000
8/21/23,34463.69141,34570.96094,34248.46094,34531.28125,396490000
8/22/23,34288.82813,34514.03906,34256.83984,34494.17188,279200000
8/23/23,34472.98047,34534.71875,34321,34338.58984,360610000
8/24/23,34099.42188,34694.67969,34093.64844,34439.82813,342520000
8/25/23,34346.89844,34441.91016,34029.21875,34217.05859,257440000
8/28/23,34559.98047,34652.91016,34441.64063,34441.64063,224640000
8/29/23,34852.67188,34864.42188,34531.12109,34531.12109,262550000
8/30/23,34890.23828,35025.57031,34811.73828,34847.80078,236070000
8/31/23,34721.91016,35070.21094,34719.76953,34909.08984,341900000
9/1/23,34837.71094,34979.17969,34720.69922,34876.23828,286370000
9/5/23,34641.96875,34871.26172,34635.62891,34843.21875,283540000
9/6/23,34443.19141,34611.67969,34291.55859,34611.67969,308900000
9/7/23,34500.73047,34560.85938,34351.17969,34351.17969,386980000
9/8/23,34576.58984,34627.85156,34473.57031,34487.41016,293990000
9/11/23,34663.71875,34784.51953,34578.58984,34650.01172,291720000
9/12/23,34645.98828,34852.60938,34560.55078,34620.01953,318670000
9/13/23,34575.53125,34767.10938,34509.94922,34667.28125,295480000
9/14/23,34907.10938,34977.96875,34687.5,34687.5,305180000
9/15/23,34618.23828,34902.03906,34572.26953,34902.03906,582160000
9/18/23,34624.30078,34725.05859,34545.35156,34612.28906,252700000
9/19/23,34517.73047,34597.55859,34311.69141,34571.83984,282830000
9/20/23,34440.87891,34776.28125,34434.28906,34575.5,291650000
9/21/23,34070.42188,34378.30078,34058.71875,34332.23047,331930000
9/22/23,33963.83984,34156.14844,33947.23828,34077.07813,268760000
9/25/23,34006.87891,34017.53125,33780.67188,33907.58984,229450000
9/26/23,33618.87891,33879.92969,33569.60156,33862.67969,280100000
9/27/23,33550.26953,33731.64844,33306.30078,33682.80859,300330000
9/28/23,33666.33984,33777.89844,33473.5,33519.44141,275610000
9/29/23,33507.5,33893.67969,33407.44922,33882.60938,319830000
10/2/23,33433.35156,33511.91016,33219.55859,33455.5,275630000
10/3/23,33002.37891,33398.53906,32916.19922,33318.83984,293450000
10/4/23,33129.55078,33156.44922,32873.23047,33034.17969,287030000
10/5/23,33119.57031,33174.37891,32941.55859,33099.23047,277250000
10/6/23,33407.57813,33557.69141,32846.94141,33040.69922,332990000
10/9/23,33604.64844,33631.80859,33253.69141,33259.83984,228760000
10/10/23,33739.30078,33898.21875,33604.32031,33683.41016,255640000
10/11/23,33804.87109,33882.55078,33612.25,33822.19922,256560000
10/12/23,33631.14063,33863.80078,33455.60156,33845.64844,289160000
10/13/23,33670.28906,33957.71875,33551.57813,33733.33984,306340000
10/16/23,33984.53906,34088.98047,33832.42188,33832.42188,270060000
10/17/23,33997.64844,34147.62891,33854.69922,33869.83984,281010000
10/18/23,33665.07813,33991.51172,33598.64063,33960.25,285410000
10/19/23,33414.17188,33852.39063,33368.57813,33669.51953,304320000
10/20/23,33127.28125,33425.76953,33118.12109,33365.26953,325530000
10/23/23,32936.41016,33234.85156,32892.19141,32993.01953,342500000
10/24/23,33141.37891,33272.19141,32988.42969,33089.64063,359230000
10/25/23,33035.92969,33267.91016,32989.71875,33203.53125,355690000
10/26/23,32784.30078,33105.03125,32743.99023,33017.17188,379880000
10/27/23,32417.58984,32787.55859,32327.19922,32782.39844,376970000
10/30/23,32928.96094,33002.96875,32537.53906,32537.53906,298640000
10/31/23,33052.87109,33070.28125,32787.12109,33029.10938,306950000
11/1/23,33274.57813,33337.14844,33010.85156,33081.87109,307570000
11/2/23,33839.07813,33852.96094,33450.03125,33457.82031,304350000
11/3/23,34061.32031,34163.62891,33946.60156,33988.82813,311000000
11/6/23,34095.85938,34167.26172,33989.71875,34092.60938,265570000
11/7/23,34152.60156,34206.98047,34026.71875,34075.64844,281790000
11/8/23,34112.26953,34252.75,33996.19922,34185.92188,280330000
11/9/23,33891.94141,34167.53906,33859.76953,34163.71094,325400000
11/10/23,34283.10156,34310.35938,33905.62109,34020.82031,302460000
11/13/23,34337.87109,34405.83984,34205.80859,34259.25,245090000
11/14/23,34827.69922,34931.01172,34581.19922,34581.19922,328050000
11/15/23,34991.21094,35051.10156,34868.48047,34906.71875,347790000
11/16/23,34945.46875,35022.46094,34818.03125,34868.03125,435540000
11/17/23,34947.28125,35028.21875,34882.82031,34964.82031,334820000
11/20/23,35151.03906,35227.48047,34907.98047,34932.48828,331050000
11/21/23,35088.28906,35118.03906,35038.44141,35104.83984,271120000
11/22/23,35273.03125,35315.19922,35155.80078,35189.32813,237290000
11/24/23,35390.14844,35399.44141,35299.89844,35299.89844,117040000
11/27/23,35333.46875,35410.37109,35280.57031,35376.44141,258340000
11/28/23,35416.98047,35518.67188,35307.73047,35332.12891,256210000
11/29/23,35430.42188,35579.12891,35405.89063,35436.80078,299330000
11/30/23,35950.89063,35970.69922,35592.21875,35596.57031,435540000
12/1/23,36245.5,36264.85156,35914.44922,35914.44922,321840000
12/4/23,36204.44141,36238.17969,36029.69141,36089.37891,329450000
12/5/23,36124.55859,36164.67969,36010.85156,36135.64844,309250000
12/6/23,36054.42969,36292.57813,36024.25,36183.73047,283240000
12/7/23,36117.37891,36164.17188,36021.94922,36124.17188,287280000
12/8/23,36247.87109,36296.19922,36061.64063,36084.82031,295180000
12/11/23,36404.92969,36416.17969,36231.19141,36254.32813,342490000
12/12/23,36577.94141,36596.10938,36373.21875,36442.10156,292770000
12/13/23,37090.23828,37094.85156,36523.58984,36601.80078,354790000
12/14/23,37248.35156,37287.5,37051.51953,37115.62891,455820000
12/15/23,37305.16016,37347.60156,37092.01953,37194.5,788160000
12/18/23,37306.01953,37393.44922,37284.85156,37330.14063,292120000
12/19/23,37557.92188,37562.82813,37311.82031,37311.82031,272740000
12/20/23,37082,37641.30078,37073.03906,37520.12891,303450000
12/21/23,37404.35156,37418.76172,37127.05078,37225.32031,253120000
12/22/23,37385.96875,37534.51953,37268.87891,37349.26953,252970000
12/26/23,37545.32813,37617.98828,37371.82813,37405.89844,212420000
12/27/23,37656.51953,37683.69922,37488.60156,37518.62109,245530000
12/28/23,37710.10156,37778.85156,37650.98047,37661.51953,199550000
12/29/23,37689.53906,37759.42969,37538.80078,37701.62891,234570000
1/2/24,37715.03906,37790.07813,37495.91016,37566.21875,350280000
1/3/24,37430.19141,37629.23047,37401.85156,37629.23047,322010000
1/4/24,37440.33984,37716.41016,37425.28125,37425.28125,380220000
1/5/24,37466.10938,37623.62109,37323.82031,37455.46094,299480000
1/8/24,37683.01172,37692.92188,37249.23828,37327.37109,362200000
1/9/24,37525.16016,37552.37891,37373.30078,37523.55078,289860000
1/10/24,37695.73047,37740.76953,37524.39844,37552.91016,279540000
1/11/24,37711.01953,37801.89844,37424.28125,37747.14063,299540000
1/12/24,37592.98047,37825.26953,37470.19141,37818.05078,279250000
1/16/24,37361.12109,37543.17969,37201.39063,37493.53906,378280000
1/17/24,37266.67188,37371.66016,37132.89063,37281.85938,290880000
1/18/24,37468.60938,37522.28906,37122.94922,37300.80859,340620000
1/19/24,37863.80078,37933.73047,37451.71094,37572.5,377650000
1/22/24,38001.80859,38109.19922,37911.60938,37919.55078,339560000
1/23/24,37905.44922,37980.73047,37804.98828,37959.78906,334110000
1/24/24,37806.39063,38064.21875,37795.71094,37975.37109,336090000
1/25/24,38049.12891,38057.53125,37796.46875,37862.57031,402970000
1/26/24,38109.42969,38215.30859,37997.76953,38006.67969,387000000
1/29/24,38333.44922,38343.92969,38061.17188,38115.82813,312480000
1/30/24,38467.30859,38497.39063,38257.80078,38298.23047,326640000
1/31/24,38150.30078,38588.85938,38139.66016,38426.78125,453250000
2/1/24,38519.83984,38522.5,38106.83984,38175.33984,321830000
2/2/24,38654.42188,38783.62109,38336.57031,38448.10156,379760000
2/5/24,38380.12109,38633.87891,38220.39844,38546.76953,322290000
2/6/24,38521.35938,38545.28125,38350.46094,38392.89844,276140000
2/7/24,38677.35938,38748.10938,38571.01172,38613.89063,302210000
2/8/24,38726.32813,38755.67969,38544.35938,38702.10938,315510000
2/9/24,38671.69141,38734.28125,38567.89844,38731.96875,299970000
2/12/24,38797.37891,38927.07813,38628.92188,38656.76172,273020000
2/13/24,38272.75,38699.17188,38039.85938,38699.17188,318390000
2/14/24,38424.26953,38442.55859,38194.62109,38372.67188,274610000
2/15/24,38773.12109,38781.89063,38397.94141,38397.94141,303840000
2/16/24,38627.98828,38825.03125,38583.23828,38751.71094,282210000
2/20/24,38563.80078,38663.08984,38460.19922,38576.26172,335990000
2/21/24,38612.23828,38618.03125,38338.57813,38483.66016,279510000
2/22/24,39069.10938,39149.60938,38802.07031,38845.19141,324630000
2/23/24,39131.53125,39282.28125,39094.35938,39127.96875,286910000
2/26/24,39069.23047,39245.89063,39025.80078,39144.78906,296930000
2/27/24,38972.41016,39087.89844,38881.89844,39087.89844,272860000
2/28/24,38949.01953,38956.46094,38741.67969,38938.07813,272560000
2/29/24,38996.39063,39074.12891,38809.28125,39013.75,519690000
3/1/24,39087.37891,39120.35938,38850.5,38989.51172,331030000
3/4/24,38989.82813,39087.85938,38913.30078,38968.76953,386290000
3/5/24,38585.19141,38906.98047,38457.82813,38906.98047,393750000
3/6/24,38661.05078,38858.12891,38570.80078,38721.14844,347900000
3/7/24,38791.35156,38910.35156,38730.12891,38784.30078,335580000
3/8/24,38722.69141,38971.14844,38705.03125,38776.80078,342030000
3/11/24,38769.66016,38794.76172,38483.25,38667.21094,300190000
3/12/24,39005.48828,39071.55859,38711.39063,38883.32031,329090000
3/13/24,39043.32031,39201.94141,38937.92188,39054.57813,330930000
3/14/24,38905.66016,39160.25,38704.35938,39122.39063,375810000
3/15/24,38714.76953,38928.12891,38618.19922,38809.64844,774360000
3/18/24,38790.42969,38898.41016,38760.78906,38826.92969,327950000
3/19/24,39110.76172,39122.71094,38761.28125,38819.60938,310610000
3/20/24,39512.12891,39529.12891,38988.64844,39072.05078,350050000
3/21/24,39781.37109,39889.05078,39589.23047,39661.03125,408990000
3/22/24,39475.89844,39824.76172,39469.53125,39774.05859,332340000
3/25/24,39313.64063,39430.17188,39296.03125,39410.53906,323670000
3/26/24,39282.32813,39439.44141,39277.19141,39338.32031,306940000
3/27/24,39760.07813,39769.41016,39461.98047,39461.98047,332190000
3/28/24,39807.37109,39868.58984,39717.25,39763.73828,360970000
4/1/24,39566.85156,39815,39491.21875,39807.92969,269470000
4/2/24,39170.23828,39256.26953,39051.69922,39256.26953,319590000
4/3/24,39127.14063,39305.76172,39017.12891,39139.58984,364180000
4/4/24,38596.98047,39421.35156,38559.42188,39343.60156,356510000
4/5/24,38904.03906,39040.17188,38602.17969,38664.98047,317110000
4/8/24,38892.80078,39013.19922,38857.69922,38916.42188,291460000
4/9/24,38883.67188,38992.89063,38572.08984,38983.66016,328700000
4/10/24,38461.51172,38662.28125,38304.66016,38662.28125,317580000
4/11/24,38459.07813,38598.98047,38197.28125,38523.26172,356640000
4/12/24,37983.23828,38319.14063,37877.30078,38319.14063,440910000
4/15/24,37735.10938,38386.80859,37657.78906,38075.37891,389170000
4/16/24,37798.96875,37992.21875,37713.69922,37992.21875,339480000
4/17/24,37753.30859,38036.69922,37611.55859,37949.67188,314650000
4/18/24,37775.37891,38083.76172,37681.51953,37847.21094,300230000
4/19/24,37986.39844,38102.57031,37781.60938,37801.98047,420460000
4/22/24,38239.98047,38447.16016,37985.07031,38116.89063,351650000
4/23/24,38503.69141,38561.5,38297.71875,38356.07031,329420000
4/24/24,38460.92188,38552.78906,38310.55078,38552.78906,337230000
4/25/24,38085.80078,38157.21875,37754.37891,38052.08984,408170000
4/26/24,38239.66016,38337.64063,38065.05078,38114.69922,398680000
4/29/24,38386.08984,38406.19922,38215.46875,38282.16016,343630000
4/30/24,37815.92188,38337.39844,37810.12109,38337.39844,448480000
5/1/24,37903.28906,38349.19922,37780.53906,37845.55859,413540000
5/2/24,38225.66016,38295.28906,37895.66016,38075.64844,355910000
5/3/24,38675.67969,38808.51953,38518.28125,38709.35938,410530000
5/6/24,38852.26953,38886.46875,38689.37891,38762.42969,315550000
5/7/24,38884.26172,38977.60938,38840.39844,38858.94141,360930000
5/8/24,39056.39063,39094.73828,38814.98828,38818.89844,292340000
5/9/24,39387.76172,39413.66016,38988.85156,39064.26953,303270000
5/10/24,39512.83984,39579.87891,39406.26172,39466.51953,289480000
5/13/24,39431.51172,39647.39063,39403.05078,39591.28125,323370000
5/14/24,39558.10938,39616.41016,39371.92188,39466.76172,320860000
5/15/24,39908,39935.03906,39615.10156,39615.10156,411190000
5/16/24,39869.37891,40051.05078,39864.67969,39912.33984,400560000
5/17/24,40003.58984,40010.87891,39858.85938,39911.71875,300260000
5/20/24,39806.76953,40077.39844,39787.08984,39989.76172,272420000
5/21/24,39872.98828,39905.80078,39778.73047,39804.39844,314120000
5/22/24,39671.03906,39890.91016,39559.08984,39863.32813,258430000
5/23/24,39065.26172,39694.94922,39025.51172,39694.94922,335640000
5/24/24,39069.58984,39220.30859,39020.28906,39089.23047,249810000
5/28/24,38852.85938,39028.98828,38706.14063,39028.98828,303340000
5/29/24,38441.53906,38716.28125,38413.67188,38716.28125,292280000
5/30/24,38111.48047,38493.60156,38000.96094,38368.35156,360090000
5/31/24,38686.32031,38719.42969,38092.26953,38140.26172,618200000
6/3/24,38571.03125,38735.60938,38247.21875,38709.98828,314010000
6/4/24,38711.28906,38786.62109,38397.82031,38518.85938,304450000
6/5/24,38807.32813,38844.32031,38548.76953,38774.82031,310970000
6/6/24,38886.17188,39004.16016,38735.98828,38825.39844,269000000
6/7/24,38798.98828,39105.23047,38751.85156,38861.23828,265850000
6/10/24,38868.03906,38877.85938,38665.44922,38784.89844,330580000
6/11/24,38747.42188,38795.71094,38446.23828,38795.71094,383090000
6/12/24,38712.21094,39120.26172,38621.44922,38950.64844,472280000
6/13/24,38647.10156,38712.21094,38407.69922,38677.12109,341330000
6/14/24,38589.16016,38595.23828,38305.85156,38528.39063,272200000
6/17/24,38778.10156,38839.87891,38431.94922,38565.17969,346190000
6/18/24,38834.85938,38936.92969,38727.67188,38779.12109,324260000
6/20/24,39134.76172,39232.5,38778.46094,38804.73047,397010000
6/21/24,39150.32813,39257.17969,39061.67188,39208.51172,818670000
6/24/24,39411.21094,39571.23047,39184.48828,39184.48828,373940000
6/25/24,39112.16016,39423.26172,38997.23047,39398.78906,339010000
6/26/24,39127.80078,39183.73828,38908.98828,39063.14844,333100000
6/27/24,39164.05859,39250.69141,39026.75,39107.10156,338010000
6/28/24,39118.85938,39443.60156,38937.14844,39092.39063,679630000
7/1/24,39169.51953,39438.35938,39037.94141,39186.19922,346210000
7/2/24,39331.85156,39340.48828,39085.69141,39108.25,317380000
7/3/24,39308,39411.17188,39230.85938,39358.94922,202070000
7/5/24,39375.87109,39399.62109,39168.69922,39313.39844,325230000
7/8/24,39344.78906,39654.96094,39278.42969,39391.98047,358320000
7/9/24,39291.96875,39492.28125,39146.60156,39357.37109,361410000
7/10/24,39721.35938,39736.19922,39256.71875,39272.44922,334180000
7/11/24,39753.75,39875.60156,39623.12109,39695.17969,361530000
7/12/24,40000.89844,40257.23828,39783.28125,39783.28125,325780000
7/15/24,40211.71875,40351.10156,40136.10156,40138.39844,308880000
7/16/24,40954.48047,40988.80859,40263.78125,40263.78125,306390000
7/17/24,41198.07813,41221.98047,40849.71094,40862.57031,433450000
7/18/24,40665.01953,41376,40597.5,41156.55859,393450000
7/19/24,40287.53125,40626.16016,40203.26953,40592.35156,348530000
7/22/24,40415.44141,40472.53125,40222.76953,40414.48828,351670000
7/23/24,40358.08984,40527.89063,40319.69922,40443.73047,287390000
7/24/24,39853.87109,40258.44141,39807.44922,40210.62891,394210000
7/25/24,39935.07031,40438.82031,39817.5,39828.62891,375790000
7/26/24,40589.33984,40753.82813,40140.85938,40140.85938,332070000
7/29/24,40539.92969,40682.48828,40388.82813,40665.71094,272200000
7/30/24,40743.32813,40866.25,40529.10156,40622.12891,350910000
7/31/24,40842.78906,41198.62891,40655.89063,40768.87891,420090000
8/1/24,40347.96875,41096.66016,40098.57031,40916.96094,472030000
8/2/24,39737.26172,40075.32813,39358.67969,40075.32813,827820000
8/5/24,38703.26953,39056.19141,38499.26953,39056.19141,661280000
8/6/24,38997.66016,39449.53125,38638.30078,38736.21875,462650000
8/7/24,38763.44922,39477.96094,38731.51172,39230.08984,428250000
8/8/24,39446.48828,39508.39844,38922.78906,38940.37891,376440000
8/9/24,39497.53906,39628.66016,39230.42969,39408.05859,316320000
8/12/24,39357.01172,39587.05859,39251.71875,39556.01172,312380000
8/13/24,39765.64063,39792.80078,39392.41016,39445.26953,365560000
8/14/24,40008.39063,40068.75,39737.19922,39800.58984,317800000
8/15/24,40563.05859,40590.51172,40295.73828,40295.73828,446850000
8/16/24,40659.76172,40726.03125,40453.57813,40528.85938,323210000
8/19/24,40896.53125,40907.32031,40670.82813,40670.82813,283890000
8/20/24,40834.96875,40909.37891,40756.64844,40874.51953,299380000
8/21/24,40890.48828,40974.39844,40738.42969,40881.03125,281460000
8/22/24,40712.78125,41026.64063,40584.46875,40932.23047,310470000
8/23/24,41175.07813,41207.92188,40842.96094,40879.12109,300080000
8/26/24,41240.51953,41420.05078,41140.23047,41200.83984,249300000
8/27/24,41250.5,41271.75,41109.42188,41186.28125,256160000
8/28/24,41091.42188,41351.10938,40842.28906,41250.17188,272170000
8/29/24,41335.05078,41577.96875,41086.80859,41345.5,309820000
8/30/24,41563.07813,41585.21094,41145.85156,41366.16016,494900000
9/3/24,40936.92969,41489.67188,40778.08984,41489.67188,420530000
9/4/24,40974.96875,41172.58984,40840.89063,40872.05859,359380000
9/5/24,40755.75,41084.78125,40519.07813,41056.32813,331250000
9/6/24,40345.41016,41009.39063,40297.32813,40756.80859,370440000
9/9/24,40829.58984,41000.23828,40518.05859,40555.10938,376720000
9/10/24,40736.96094,40916.5,40417.48047,40916.5,360950000
9/11/24,40861.71094,40903.67969,39993.07031,40638.76172,356040000
9/12/24,41096.76953,41107.35156,40665.53125,40862.10938,289300000
9/13/24,41393.78125,41533.83984,41128.69922,41153.69922,276800000
9/16/24,41622.07813,41733.96875,41435.17188,41435.17188,408670000
9/17/24,41606.17969,41835.28125,41470.69141,41723.78125,448610000
9/18/24,41503.10156,41981.96875,41449,41628.91016,383600000
9/19/24,42025.19141,42160.91016,41832.08984,41972.55859,429760000
9/20/24,42063.35938,42138.41016,41865.94922,41959.42969,1207660000
9/23/24,42124.64844,42190.05078,42012.21875,42060.39844,455200000
9/24/24,42208.21875,42281.05859,42056.82031,42234.98828,401020000
9/25/24,41914.75,42299.64063,41859.73047,42236.08984,374960000
9/26/24,42175.10938,42224.14844,42036.28125,42113.42188,353600000
9/27/24,42313,42628.32031,42227.94922,42227.94922,329840000
9/30/24,42330.14844,42347.66016,41929.07031,42289.75,354430000
10/1/24,42156.96875,42322.35938,41945.62891,42262.96875,380240000
10/2/24,42196.51953,42259.51953,41968.78906,42125.14063,301760000
10/3/24,42011.58984,42125.83984,41847.80859,42099.53125,267260000
10/4/24,42352.75,42361.37891,41972.10938,42248.26172,296550000
10/7/24,41954.23828,42293.64063,41831.73828,42289.51172,307230000
10/8/24,42080.37109,42128.55859,41874.71875,42022.64844,284500000
10/9/24,42512,42562.01172,41993.35156,42070.32031,267400000
10/10/24,42454.12109,42511.37109,42308.03906,42511.37109,245570000
10/11/24,42863.85938,42899.75,42507.53125,42507.53125,265330000
10/14/24,43065.21875,43139,42707.14063,42800.89063,240050000
10/15/24,42740.42188,43277.78125,42703.17188,43240.17188,360880000
10/16/24,43077.69922,43100.83984,42692.37109,42706.48828,297510000
10/17/24,43239.05078,43289.76172,43119.80859,43119.80859,267370000
10/18/24,43275.91016,43325.08984,43036.35156,43187.12109,295500000
10/21/24,42931.60156,43310.87109,42877.57031,43222.21094,273590000
10/22/24,42924.89063,43041.05078,42718.26172,42876.83984,335200000
10/23/24,42514.94922,42834.39844,42293.17188,42834.39844,356610000
10/24/24,42374.35938,42522.55078,42191.82813,42522.55078,282680000
10/25/24,42114.39844,42594.64063,42051.39063,42477.51172,314000000
10/28/24,42387.57031,42476.46094,42264.53906,42264.53906,284770000
10/29/24,42233.05078,42491.85938,42171.64844,42323.48047,373550000
10/30/24,42141.53906,42457.92188,42141.53906,42249.80859,377420000
10/31/24,41763.46094,41991.91016,41704.62891,41956.33984,497370000
11/1/24,42052.19141,42326.30859,41869.82031,41869.82031,531350000
11/4/24,41794.60156,42035.87109,41647.30078,42004.66016,341500000
11/5/24,42221.87891,42258.83984,41766.96094,41835.48828,283990000
11/6/24,43729.92969,43778.78125,42850.39844,42850.39844,550400000
11/7/24,43729.33984,43823.10156,43641.92188,43718.92188,437510000
11/8/24,43988.98828,44157.28906,43733.85938,43768.53125,454570000
11/11/24,44293.12891,44486.69922,44057.64844,44057.64844,451940000
11/12/24,43910.98047,44405.73047,43887.26953,44359.21094,482720000
11/13/24,43958.19141,44141.32813,43829.98047,43880.46094,500190000
11/14/24,43750.85938,44080.78125,43704.82031,44032.37891,545090000
11/15/24,43444.98828,43647.53125,43350.42969,43587.92969,664320000
11/18/24,43389.60156,43505.66016,43297.57031,43431.89063,527180000
11/19/24,43268.94141,43380.96875,42938.87109,43243.26953,497970000
11/20/24,43408.46875,43465.76953,43074.85938,43296.05078,559010000
11/21/24,43870.35156,44020.30859,43345.57813,43538.69922,712120000
11/22/24,44296.51172,44323.94922,43871.62891,43871.62891,533010000
11/25/24,44736.57031,44815.67188,44385.48828,44385.48828,826660000
